name,ticker,ca,amount,price,total_value,anti_whale_modifiable,buy_tax,can_take_back_ownership,cannot_buy,cannot_sell_all,creator_address,creator_balance,creator_percent,external_call,fake_token,hidden_owner,holder_count,honeypot_with_same_creator,is_airdrop_scam,is_anti_whale,is_blacklisted,is_honeypot,is_in_dex,is_mintable,is_open_source,is_proxy,is_true_token,is_whitelisted,lp_holder_count,lp_total_supply,note,other_potential_risks,owner_address,owner_balance,owner_change_balance,owner_percent,personal_slippage_modifiable,selfdestruct,sell_tax,slippage_modifiable,token_name,token_symbol,total_supply,trading_cooldown,transfer_pausable,trust_list
Broccoli Man,BROCCO,0x61922a57De807F6F33D6a90baBC1D48b6D767629,8413800000.0,0,0,False,0.0,False,False,False,0x5c345a44853dc94c993b944267f1343d596f3cde,8413800000.0,0.02,False,,False,58.0,False,,True,False,False,True,False,True,False,,False,2.0,13.883203175060142,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,Broccoli Man,BROCCO,420690000000.0,False,False,False
Butterfly Ai,FLY,0x83012983d3f63a7f7a17684f08842a38295cfb25,50000.0,0,0,False,0.05,False,False,False,0x0478aa0f766bbcfd0882ad8ae5df5f0531f06065,0.0,0.0,False,,False,306.0,False,,True,False,False,True,False,True,False,,True,2.0,0.06985312163115977,,,0x0478aa0f766bbcfd0882ad8ae5df5f0531f06065,0.0,0.0,0.0,False,False,0.0497,False,Butterfly Ai,FLY,10000000.0,True,False,False
Bybit Dog,SHADOW,0x58372dd550688f56c700df61b67cb23b81ce9c12,8413800000.0,0,0,False,0.0,False,False,False,0x3af117a955da4d2dcffb31547f1bcb249fbfd466,0.0,0.0,True,,False,148.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,Bybit Dog,SHADOW,420690000000.0,False,False,False
CARBON,CBN,0xd0432aa2c9d12ba942df232385acad94e6512e8a,10000000.0,0,0,False,0.0,False,False,False,0xc50df0b3c3c62493f5098a34f2467756462c930c,0.0,0.0,False,,False,16.0,False,,False,True,False,False,True,True,False,,False,,,,,0x6470806f2f3d8c008a637488821cd68865849de0,0.0,0.0,0.0,False,False,0.0,False,CARBON,CBN,100000000.0,False,False,False
Cartoon Network,CN,0x754a34aa25f6b0ea9e925dd7b6ab4562f77e6254,20000000.0,0,0,False,0.0,False,False,False,0x877535f71b09ecdd653ccbf504a321d380428c64,0.0,0.0,True,,False,124.0,False,,False,False,True,True,False,True,False,,False,2.0,0.9646761114488116,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Cartoon Network,CN,1000000000.0,False,False,False
Charmed AI,CHAI,0x3F99f4630473237727abcd225CAaB2B29d83837f,8413800000.0,0,0,False,0.0,False,False,False,0x7772648d55577ccf625cf94d1ad53aef015edce0,12620700000.0,0.03,True,,False,172.0,True,,False,False,True,True,False,True,False,,False,2.0,18.719903044620718,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,Charmed AI,CHAI,420690000000.0,False,False,False
CHEESE,CHEESE,0xD04CF60cf39F45276585eeC02B478ba9556790d7,250000000000000.0,0,0,False,0.0,False,False,False,0xbb516ea4a5c98928cd4da8fe6d590a2ac0dcb78b,267810721347516.06,0.026781,False,,False,76.0,False,,False,False,False,True,False,True,False,,True,3.0,2484.9547279578355,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,CHEESE,CHEESE,1e+16,False,False,False
Circumcisions,Circumcisions,0xF4f7863736a3936552F515A9f3A1391780048fCA,8413800000.0,0,0,False,0.0,False,False,False,0x635ea7fa732be1ea48b4d5774162139ceb24a095,0.0,0.0,True,,False,203.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,Circumcisions,Circumcisions,420690000000.0,False,False,False
Cocoro,COCORO,0x39a20911c803b3650fa5d0e2c66b15e3edac0b69,8413800000.0,0,0,False,0.0,False,False,False,0xbf18b219cbf9e8c2268d6f2381a4403a9840deef,0.0,0.0,True,,False,235.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Cocoro,COCORO,420690000000.0,False,False,False
Cocoro,COCORO,0xca6c1a9db7a8a56dafef8a3346c1a89d7187093a,8413800000.0,0,0,False,0.0,False,False,False,0xcfa08273dd2cb6020f88651f00a92da60f194442,0.0,0.0,True,,False,80.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Cocoro,COCORO,420690000000.0,False,False,False
Crypto Advisory Council,CAC,0xE8502A7095EcBeF24A1D763710A6b3Cdf82d2c22,20000000.0,0,0,False,0.0,False,False,False,0xa3a12178e1c5386bd52f64947e26733097ca77e5,0.0,0.0,False,,False,119.0,False,,True,False,False,True,False,True,False,,True,2.0,27386.127875258306,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,True,Crypto Advisory Council,CAC,1000000000.0,False,False,False
CrystalBalls AI,CRAI,0x7b2CdE47b4579ab4Cbf31E8CF326Acf0f1a19ED9,8413800000.0,0,0,False,0.0,False,False,False,0x2d6f2b61811872ceded44fc55aa965c25a2a62ef,0.0,0.0,True,,False,205.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,CrystalBalls AI,CRAI,420690000000.0,False,False,False
Curve AI,CVAI,0xACa3656500eE86FE6d2cc630eb005323342666d2,8413800000.0,0,0,False,0.0,False,False,False,0x76938fad579a879d6043d30369cdaa83acf812be,0.0,0.0,True,,False,263.0,True,,False,False,True,True,False,True,False,,False,2.0,27.84024525754039,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,Curve AI,CVAI,420690000000.0,False,False,False
CYA,CYA,0x4B5Fc0FB552413eEe381e82b5Fe70943129E5F96,8413800000.0,0,0,False,0.0,False,False,False,0x0fb2003b37f7ce6c7f245d80fcbf5c22ec45f6f6,0.0,0.0,True,,False,94.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,CYA,CYA,420690000000.0,False,False,False
CYA,CYA,0x57319176f82f1dc90e7799817029e2f27670ce68,8413800000.0,0,0,False,0.0,False,False,False,0xedb2be77569cc71557485619b312aa83a85ec452,0.0,0.0,False,,False,65.0,False,,False,False,False,True,False,False,False,,False,2.0,19.686026211503428,,,,,,,False,False,,False,CYA,CYA,420690000000.0,False,False,False
CZ DOG,CLEO,0x9cafc172297b2562accfa2e26afcfe54432c8c88,8413800000.0,0,0,False,0.0,False,False,False,0x4335a7159c2a45c5d859143f2b5eaa1206559de5,0.0,0.0,True,,False,109.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,CZ DOG,CLEO,420690000000.0,False,False,False
CZ DOG NAME,PERRY,0x9ae90e48e08e39449834bec7ea2ca5859de95c79,8413800000.0,0,0,False,0.0,False,False,False,0xb51a6ad756c33d4dd821f2e46427899bfec7b5f5,0.0,0.0,True,,False,141.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,CZ DOG NAME,PERRY,420690000000.0,False,False,False
D-EF-I I LOVE YOU,D-EF-I,0x44290dfd74a3d5e5d7745647e504be17dcb7c8ba,8413800000.0,0,0,False,0.0,False,False,False,0x7f122ce1d015ed3de77c0974bd8beb7dccc41280,0.0,0.0,True,,False,167.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,D-EF-I I LOVE YOU,D-EF-I,420690000000.0,False,False,False
DeBox Cloud,DEBOX,0x603437ad3627dcf5a85a3792686b31dc4fac53b7,10000000.0,0,0,True,0.05,False,False,False,0x5656ae3421be4054ea09e40be7c32eb9a4574187,11041480.026460696,0.110415,True,,False,79.0,False,,True,False,False,True,False,True,False,,True,1.0,1e-15,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,DeBox Cloud,DEBOX,100000000.0,False,False,False
Decide AI,DCD,0x09093Dc2d6A553D8B286DA0D1BF05fe06614850c,8413800000.0,0,0,False,0.0,False,False,False,0x3bae4158ba28261aa64fce9536bafe4b6eba3afc,4206900000.0,0.01,True,,False,370.0,True,,False,False,True,True,False,True,False,,False,2.0,27.691762890794802,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,Decide AI,DCD,420690000000.0,False,False,False
Deep AI Pro,DEEP,0x6D447eFebA0DEa63194FDb57B7e96884E7a12a80,8413800000.0,0,0,False,0.0,False,False,False,0x1a8ebaa004e2603f49e6604cad6002bffa68625d,0.0,0.0,True,,False,260.0,False,,False,False,True,True,False,True,False,,True,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Deep AI Pro,DEEP,420690000000.0,False,False,False
DeepDoge AI,DEEPDOGE,0x370692e4a36ea5349b16f4431835647ca409a96c,8413800000.0,0,0,False,0.0,False,False,False,0x4cfa0cc7f239370e602dc543f9e9e7261fd4b890,4206900000.0,0.01,True,,False,233.0,True,,False,False,True,True,False,True,False,,False,2.0,19.581033323090995,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,DeepDoge AI,DEEPDOGE,420690000000.0,False,False,False
DEEPSEARCH,DEEPSEARCH,0x04669f667dce30B69AaD2D599968F4779D7496E0,8413800000.0,0,0,False,0.0,False,False,False,0x04eaba1742123525d8995f7f9b352a3654dff34e,0.0,0.0,True,,False,104.0,False,,False,False,True,False,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,DEEPSEARCH,DEEPSEARCH,420690000000.0,False,False,False
DeepSeek AI,DEEPSEEK,0xc194B61A0206C96535B7CE83985AC561aec6eF6F,8413800000.0,0,0,False,0.0,False,False,False,0xf1b3e96137971fd771f35bafbdb37c8770573b6b,4206900000.0,0.01,True,,False,303.0,True,,False,False,True,True,False,True,False,,False,2.0,61.92066424062326,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,DeepSeek AI,DEEPSEEK,420690000000.0,False,False,False
Department of Gambling Eternally,DOGE,0xC1f21D9aF70cFE6a6078161256B5c2BbfeFd9cF4,8413800000.0,0,0,False,0.0,False,False,False,0xdf4c13b924b74c2c1b467bd818b62b2681327f52,0.0,0.0,False,,False,49.0,False,,False,False,False,True,False,True,False,,False,2.0,13.883203175060142,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,Department of Gambling Eternally,DOGE,420690000000.0,False,False,False
Department of Gambling Eternally,DOGE,0xeFb48Df455C81ec7504da1cB3739F917C072e4a3,8413800000.0,0,0,False,0.0,False,False,False,0x7d80e46cfe3b654d2887e0173d70ead3bfdf76f5,0.0,0.0,True,,False,293.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Department of Gambling Eternally,DOGE,420690000000.0,False,False,False
Department Of War,DOW,0xe31d38d0d36a3e8f07f6e8e93847708cdc778a9f,8413800000.0,0,0,False,0.0,False,False,False,0xe73f6b42c3c2b5be6f706af102af251f09859e8a,0.0,0.0,True,,False,116.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Department Of War,DOW,420690000000.0,False,False,False
Deportation Growth Index 6900,DGI6900,0x44E9364E5495809b0d480c19572F403701f3Cb1a,8413800000.0,0,0,False,0.0,False,False,False,0x49b36fd9cf74b237f9680ab3d63925a1f0cd03e9,0.0,0.0,True,,False,249.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,Deportation Growth Index 6900,DGI6900,420690000000.0,False,False,False
Dept of Propaganda Everywhere,DOPE,0x1D5c85A7d9095be447CE45A84BB111D8ac6fC450,8413800000.0,0,0,False,0.0,False,False,False,0x56e2f5e65073675424decd26cae384c86ae7fea7,0.0,0.0,True,,False,165.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Dept of Propaganda Everywhere,DOPE,420690000000.0,False,False,False
DOGE Social Security,DSS,0x8b38E5F8D5c7076E39D44f986e848FDa1C377Aa3,8413800000.0,0,0,False,0.0,False,False,False,0x1112582501d4f9608aa29f50ae4aa7a76498ee2a,0.0,0.0,True,,False,213.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,DOGE Social Security,DSS,420690000000.0,False,False,False
DOGE State,DOGESTATE,0x6F083C19FA0cD54BbB3Bc69Ea039ee72Ca777971,8413800000.0,0,0,False,0.0,False,False,False,0x2b10b683dd1e42f3ff411ae9d43693eeeebd0830,0.0,0.0,True,,False,112.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,DOGE State,DOGESTATE,420690000000.0,False,False,False
DOGE Subcommittee,DSC,0x4fc0eF3196c2D89e646C964374bBfea90257d0E1,8413800000.0,0,0,False,0.0,False,False,False,0x1ff3902c4887df96680e83afbd2e790d37b6b931,0.0,0.0,True,,False,242.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,DOGE Subcommittee,DSC,420690000000.0,False,False,False
DOLPHIN AI,DOLPHIN,0xfaca6611fca6de09f726b8a0a1448253b6f748e5,1800.58585487,0,0,False,0.0,False,False,False,0xfe35ce105fe5e82c7c3706eba78f4aef424a2366,416546.27539757884,0.000417,False,,False,116.0,False,,False,False,False,True,False,True,False,,False,1.0,5282504.519368682,,,,0.0,0.0,0.0,False,False,0.0001,False,DOLPHIN AI,DOLPHIN,1000000000.0,False,False,False
Donald J. Trump chan,TRUMPCHAN,0x8210d76F3A6b01E65675308ADc57f2191F3648e1,8413800000.0,0,0,False,0.0,False,False,False,0xa77a1e9136da154844d8b8fafee37dfff6c69003,0.0,0.0,True,,False,95.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Donald J. Trump chan,TRUMPCHAN,420690000000.0,False,False,False
Eclipse AI,ECLIPSE,0x71bF1f92d82906e59fdB8019Ad71d61985173238,8413800000.0,0,0,False,0.0,False,False,False,0xc8c26430e83a8a14870f9a504dc9985fc66dec87,0.0,0.0,True,,False,237.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,Eclipse AI,ECLIPSE,420690000000.0,False,False,False
Egoism Order,EGO,0xAB73f2BB41aEf52E864d9B8dDdaeb3C7eCf01dd8,9866666.0,0,0,False,0.0,False,False,False,0xa76ed9933d7933de3b71431b329b481d661033b2,0.0,0.0,False,,False,55.0,False,,False,False,False,True,False,True,False,,False,2.0,9.934588263931e-06,,,,0.0,0.0,0.0,False,False,0.0,False,Egoism Order,EGO,3141592653.0,False,False,False
Elon New AI Company,HOTSHOT,0x5780ebfbadb7f46965f2e282115ed49e03ffd5a7,8413800000.0,0,0,False,0.0,False,False,False,0x4154d6f3042df3b1ee0a562004e920024fd0be6c,0.0,0.0,True,,False,80.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x4154d6f3042df3b1ee0a562004e920024fd0be6c,0.0,0.0,0.0,False,False,,False,Elon New AI Company,HOTSHOT,420690000000.0,False,False,False
elon new profile picture,knight-423,0x4576Db19AE29bc349b198a06E6e44F8fC9099f3F,8413800000.0,0,0,False,0.0,False,False,False,0x56ebd89696c190efcad22c84ae0f5b47291a3150,0.0,0.0,True,,False,94.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,elon new profile picture,knight-423,420690000000.0,False,False,False
Elon's Dog,UNO,0x89e6508b9C9186c811c88503e68CC10799C62cde,8413800000.0,0,0,False,0.0,False,False,False,0x2bdd107dded7d130d483a8d5c57938d7686d9717,0.0,0.0,True,,False,102.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x2bdd107dded7d130d483a8d5c57938d7686d9717,0.0,0.0,0.0,False,False,,False,Elon's Dog,UNO,420690000000.0,False,False,False
Entangle AI,ENTAI,0x64e61433ff287d9ec79037e204f4c1f102ee2458,8413800000.0,0,0,False,0.0,False,False,False,0x177ff6289e03ad29be841f1fe54e7a685cca01c0,0.0,0.0,True,,False,278.0,False,,False,False,True,True,False,True,False,,False,2.0,22.00964640788216,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Entangle AI,ENTAI,420690000000.0,False,False,False
ETH,ETH,0x1b54A6d2C6beF002bF815740Ff55Fc69a1e3BFa6,200000.0,0,0,False,,False,False,False,,,,False,,False,2.0,False,,False,False,False,False,False,False,False,,False,,,,,,,,,False,False,,False,ETH,ETH,700000.0,False,False,False
ETHEREALIZE,ETHEREALIZE,0x5806252F36f7FACaC636D894ee14F778fc9813Ba,8413800000.0,0,0,False,0.0,False,False,False,0xfed770c426d45669f3cf879e6fbc8ac5be343e8c,0.0,0.0,True,,False,228.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,ETHEREALIZE,ETHEREALIZE,420690000000.0,False,False,False
Ethereum AI,ADCBOT,0x12E5067AED909a6A5ddD96F4e545c652f6aEe74d,8413800000.0,0,0,False,0.0,False,False,False,0x93cdbb3d53b947f0514cb9268805bf1ba1dc83b0,0.0,0.0,True,,False,87.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Ethereum AI,ADCBOT,420690000000.0,False,False,False
Ethereum Fartcoin,EFART,0x2dae38890a3F4fBFA496f6c72b67c44816FFf8EA,8413800000.0,0,0,False,0.0,False,False,False,0xb254b9e6fa4ef085225dde323ec550c296e13f8e,4206900000.0,0.01,True,,False,94.0,True,,False,False,True,True,False,True,False,,False,2.0,19.581033323090995,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,Ethereum Fartcoin,EFART,420690000000.0,False,False,False
Eye Of Grok,EOG,0x651562e7d6f9be521cef6930ee3ec8178095fb35,8413800000.0,0,0,False,0.0,False,False,False,0x972fdda7d5a4c6d81bfb9a90d53d8aeee7d75bfc,0.0,0.0,True,,False,144.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Eye Of Grok,EOG,420690000000.0,False,False,False
FAFO,FAFO,0xfe9a07A26D90EEAFA4E96BdA72bAc59Df91A1Fe9,8413800000.0,0,0,False,0.0,False,False,False,0x48c9ad49defb6ef35f8a4b826b7934d4c1b2256d,0.0,0.0,True,,False,262.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,FAFO,FAFO,420690000000.0,False,False,False
Farting Unicorn by Elon Musk,FU,0xE600773D34A4360253fa4f898f507726B3e3D5bE,8413800000.0,0,0,False,0.0,False,False,False,0x9ec772ed625bf4e899638ea0e664903159bbd691,0.0,0.0,True,,False,196.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Farting Unicorn by Elon Musk,FU,420690000000.0,False,False,False
Fatalismftw,FATAL,0x841a3083074b1a40b644bf2ba2491a731b6da277,190921322.238426,0,0,False,0.0,False,False,False,0x45807dc1ae12eae6f98223666da5fe8de96c8222,0.0,0.0,False,,False,2213.0,False,,False,False,False,True,False,True,False,,True,4.0,301.34231983785514,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,Fatalismftw,FATAL,100000000000.0,False,False,False
Fatalismftw,Fatalismftw,0x6291bb44b6c3fb18418fb9b7f03683519ae81033,8413800000.0,0,0,False,0.0,False,False,False,0xa7b28488def11cef9ca3f599a2d06ea59d1503b7,0.0,0.0,True,,False,68.0,False,,False,False,True,True,False,True,False,,False,3.0,19.706193264134274,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Fatalismftw,Fatalismftw,420690000000.0,False,False,False
Fate Loves Irony,IRONY,0xf69473a65AaF1f4d50D5Fc7F446073747872dC7e,250000000000.0,0,0,False,0.0,False,False,False,0x31f9a0e57b6020d4d7a3c4729de7a8dc62ed749f,4401794088546.145,0.440179,False,,False,23.0,False,,True,False,False,True,False,True,False,,True,1.0,1e-15,,,0x31f9a0e57b6020d4d7a3c4729de7a8dc62ed749f,4401794088546.145,0.0,0.440179,False,False,1.0,False,Fate Loves Irony,IRONY,10000000000000.0,True,False,False
FederalAgencyFinancialOversight,F.A.F.O,0xEaa60b4a6Dc04a82f0a43D3CecB07ffe1fdABf1f,8413800000.0,0,0,False,0.0,False,False,False,0x19660aeea9a914ca0647f5bf9df07d80374d0c94,0.0,0.0,True,,False,103.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,FederalAgencyFinancialOversight,F.A.F.O,420690000000.0,False,False,False
flatulencecoin,flatulence,0x8F14cDc0a219a7Efb57e8f41F7fA294cbc3633de,8413800000.0,0,0,False,0.0,False,False,False,0xf23fa546e1878f84803adf42400fa0eb904b2276,0.0,0.0,True,,False,103.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,flatulencecoin,flatulence,420690000000.0,False,False,False
FUCK TRUMP,FUCKTRUMP,0xD4C28884174c421D4972eecB912d311e19Ab86Cf,18400000.0,0,0,False,0.0,False,False,False,0x78817de48c3188ed74be6324935352fd5d1ebb25,0.0,0.0,True,,False,137.0,False,,False,False,True,True,False,True,False,,False,2.0,0.9720082304178294,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,FUCK TRUMP,FUCKTRUMP,1000000000.0,False,False,False
GAME COIN,GAME,0x0c1b0b010290509b79cAd5F6A669D7865947Be10,777777.0,0,0,False,0.0,False,False,False,0x571dfe5bd625d082435c33138eaa3e227b9865e1,0.0,0.0,False,,False,834.0,True,,False,False,False,True,False,True,False,,False,100.0,222681.31568636402,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,GAME COIN,GAME,81210198625.33746,False,False,False
GameGPT,GMGPT,0xc7Ce31Fd173cB2b5F231CDadF7ac42E443565C49,8413800000.0,0,0,False,0.0,False,False,False,0x379c96e94d613ca27ab4864b5277215d4497b839,0.0,0.0,True,,False,227.0,True,,False,False,True,True,False,True,False,,False,2.0,31.12634045306322,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,GameGPT,GMGPT,420690000000.0,False,False,False
Gascoin,GAS,0x5B3524E59631C10eDB3ca022b980d81Ef2e34F2E,8413800000.0,0,0,False,0.0,False,False,False,0x8975fa79a442d49f56c226a0eff7d0b8e7f3b724,0.0,0.0,True,,False,183.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,Gascoin,GAS,420690000000.0,False,False,False
Gascoin,GAS,0xebc22191f8545da5443f784b493a8d5b15323783,8413800000.0,0,0,False,0.0,False,False,False,0xc7899675654190388d0af16d2987cfe13e4ca9ac,0.0,0.0,False,,False,81.0,False,,True,False,False,True,False,True,False,,False,2.0,13.883203175060142,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,Gascoin,GAS,420690000000.0,False,False,False
Ginnan,GINNAN,0x50D7ee9708FEc39673c92e1AaE048EB3685eEA9b,100000000.0,0,0,False,0.0,False,False,False,0xbc8c019580cf751ce73372747201abcf18a8ed24,0.0,0.0,False,,False,1141.0,False,,False,True,False,True,False,True,False,,True,2.0,28.284271247461902,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,Ginnan,GINNAN,1000000000000.0,False,False,False
GNOME,GNOME,0x170905ff05ff3ac17cf93f468582996e414eaadf,1000000.0,0,0,False,0.0,False,False,False,0xb06adbfb3bba2c05eefd532ff3af0d7566a0f3f9,0.0,0.0,False,,False,132.0,False,,False,False,False,False,False,True,False,,False,,,,,0xdd218bd2b591ce02782a1028dad9d314a5e1e7ea,0.0,0.0,0.0,False,False,0.0,False,GNOME,GNOME,1000000000.0,False,False,False
great liberation of america,GLOA,0x6B6F2076839FB594628FF2D71f1C845e885f460A,8413800000.0,0,0,False,0.0,False,False,False,0x0ccad517e76a278b3763c9cf9ffe39b91298323a,0.0,0.0,True,,False,124.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,great liberation of america,GLOA,420690000000.0,False,False,False
Grek,GREK,0xd7bfd0a9488f191e0aa87ca7577348ea7b4c2a7e,8413800000.0,0,0,False,0.0,False,False,False,0xae864f4d38771dab0726a5834c952dd67db4bfe0,0.0,0.0,False,,False,45.0,False,,True,False,False,True,False,True,False,,False,2.0,17.923138229673953,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,Grek,GREK,420690000000.0,False,False,False
Grok 3,CHOCOLATE,0x5C647069370aC57d8c670025b21d3F2A0438bFD2,8413800000.0,0,0,False,0.0,False,False,False,0xa571764a753b0bc9169b7e5a51f1728460034bb2,0.0,0.0,True,,False,116.0,False,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,,False,Grok 3,CHOCOLATE,420690000000.0,False,False,False
Grok Doge,GROGE,0xf8b446ec3196DD7363F5Dd4d723422776406359c,8413800000.0,0,0,False,0.0,False,False,False,0x17ba37462927b1d7cc2165279fa939122fc81e5f,0.0,0.0,False,,False,42.0,False,,True,False,False,True,False,True,False,,False,2.0,14.033296220061771,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,Grok Doge,GROGE,420690000000.0,False,False,False
Gulf of America,GOA,0x6C6207cc015e67088d2cc7B5c92E6d5bd8911Eee,8413800000.0,0,0,False,0.0,False,False,False,0xf2342d612b59e4d029a4678a0d4127ddc4a9ee8b,0.0,0.0,True,,False,133.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,Gulf of America,GOA,420690000000.0,False,False,False
Harry Bolz,BOLZ,0xE441027B8e6697c50a5DEF21410E602BE5b25a74,8413800000.0,0,0,False,0.0,False,False,False,0xb6d818273346f78c9851f68963965be442f680ac,0.0,0.0,True,,False,235.0,True,,False,False,True,True,False,True,False,,False,2.0,19.686026211503428,,,0x0000000000000000000000000000000000000000,0.0,1.0,0.0,False,False,,False,Harry Bolz,BOLZ,420690000000.0,False,False,False
